"","object","original_response","cleaned_response","creativity"
"8205","brick","insecten mee doodslaan.","slaan (iemand)","3.1"
"8206","brick","dingen mee op een kier houden.","deurstopper","1.4"
"8207","brick","door  raam gooien","door een raam gooien","2.3"
"8208","brick","pennebakje gebruiken","pennenhouder","3.1"
"8209","brick","in een kast te leggen","in een kast te leggen","3.2"
"8210","brick","opstapelen  trapje","opstapelen","2.2"
"8211","brick","pionnen roof mee spelen","pionen roof mee spelen","3.1"
"8212","brick","slingers gebruiken","slinger","3.8"
"8213","brick","iemand de hersenen mee in te slaan","slaan (iemand)","3.1"
"8214","brick","tafel decoratie","decoratie","3.1"
"8215","brick","voet van een parasol mee te verstevigen","verzwaren","2.3"
"8216","brick","iets op te zetten","onderzetter","2.3"
"8217","brick","stoel gebruiken","stoel","2.3"
"8218","brick","tafel gebruiken","tafel","2.3"
"8219","brick","dienblad gebruiken","dienblad","3.1"
"8220","brick","kunstwerk van maken","kunstwerk","3.1"
"8221","brick","krijtje gebruiken","krijten","3.1"
"8222","brick","in stukjes breken","opbreken","3.1"
"8223","brick","met je waveboard rijden en een baksteen van de grond proberen te pakken","met je waveboard rijden en een baksteen van de grond proberen te pakken","4"
"8224","brick","stop gebruiken voor bijv je fiets","vastzetten","3.2"
"8225","brick","muurtje zonder cement","muur","1.4"
"8226","brick","tegen alkaar slaan voor geluid","tegen alkaar slaan voor geluid","4.1"
"8227","brick","iemand mee slaan","slaan (iemand)","3.1"
"8228","brick","iemand mee vermoorden","slaan (iemand)","3.1"
"8229","brick","gat in paiertje maken","gat mee maken","3.1"
"8230","brick","stapel van maken","opstapelen","2.3"
"8231","brick","verkleden  chocoladereep","verkleden","3.9"
"8232","brick","verstoppen","verstoppen","3.2"
"8233","brick","gat mee in  ijs maken","gat mee maken","3.1"
"8234","brick","iets mee wegduwen","iets mee wegduwen","3"
"8235","brick","hondenpoep pletten","pletten","4"
"8236","brick","naar iemand gooien die je niet aardig vind","gooien (iemand)","3.1"
"8237","brick","jezelf of een ander pijn mee doen","slaan (iemand)","3.1"
"8238","brick","auto bekrassen","bekrassen","3.1"
"8239","brick","sccooter bekrassen","bekrassen","3.1"
"8240","brick","zorgen dat een alarm afgaat","zorgen dat een alarm afgaat","3.1"
"8241","brick","ruit mee ingooien","door een raam gooien","2.3"
"8242","brick","werpspel beginnen","gooien","3.1"
"8243","brick","mikken op een bepaald punt en dan gooien","gooien","3.1"
"8244","brick","gat mee graven","gat mee maken","3.1"
"8245","brick","iets om ruiten mee te breken","door een raam gooien","2.3"
"8246","brick","iets om onder een wiebelende tafel te zetten","ophogen","2.2"
"8247","brick","dominosteen","dominosteen","4.1"
"8248","brick","contragewicht","gewicht","3.2"
"8249","brick","uithollen en  plantenbak gebruiken","plantenbak gebruiken","2.2"
"8250","brick","stoeptegel","tegel","1.4"
"8251","brick","rechtopzetten, van bovenaf uithollen en  pennenbakje gebruiken","pennenhouder","3.1"
"8252","brick","boekensteun","boekensteun","1.4"
"8253","brick","aambeeld","aambeeld","3"
"8254","brick","hamer","hamer","3.1"
"8255","brick","hem voetbal","voetballen","3.8"
"8256","brick","hem  versiering gebruiken","decoratie","3.1"
"8257","brick","op tekenen/schilderen","erop schilderen","3.1"
"8258","brick","huisdier gebruiken","huisdier","4.7"
"8259","brick","hem uithollen en er een huis in maken","uithollen","3"
"8260","brick","postduif","postduif","4.6"
"8261","brick","de vloer er mee vegen","bezem","3.9"
"8262","brick","computerkast van maken","computerkast van maken","2.2"
"8263","brick","auto van maken","speelgoed auto","3"
"8264","brick","gieter","gieter","3.8"
"8265","brick","verkeersbord","verkeersbord","3.9"
"8266","brick","raam mee inslaan","door een raam gooien","2.3"
"8267","brick","schat in zand begraven.","begraven","3.1"
"8268","brick","baksteentorentje bouwen, en er Jenga mee spelen.","jenga spelen","3.1"
"8269","brick","In de sloot gooien en kijken hoe hoog  water komt.","In de sloot gooien en kijken hoe hoog  water komt.","3.1"
"8270","brick","Overgooien","overgooien","3.1"
"8271","brick","Mieren mee doodslaan","slaan (iemand)","3.1"
"8272","brick","boekensteun gebruiken","boekensteun","1.4"
"8273","brick","boodschap opschrijven en hem dan aan iemand geven","erop schrijven","3.1"
"8274","brick","Er een bom indoen en dan mee een vliegtuig in smokkelen.","Er een bom indoen en dan mee een vliegtuig in smokkelen.","3.8"
"8275","brick","Doen alsof  chocolade is.","chocolade","3.9"
"8276","brick","deuropenhouder gebruiken.","deurstopper","1.4"
"8277","brick","op zitten","stoel","2.3"
"8278","brick","op staan","op staan","2.2"
"8279","brick","opstapje","opstapje","2.2"
"8280","brick","boks'steen'","boksbal","4"
"8281","brick","kunstwerk","kunstwerk","3.1"
"8282","brick","basis kunstwerk en net zoiets maken  zo'n ijssculptuur","kunstwerk","3.1"
"8283","brick","muziekinstrument","instrument","4"
"8284","brick","gewicht","gewicht","2.3"
"8285","brick","kinderspeelgoed","speelgoed","3"
"8286","brick","naar iemand gooien","gooien (iemand)","3.1"
"8287","brick","kan erop zitten","stoel","2.3"
"8288","brick","kan ermee gooien","gooien","3.1"
"8289","brick","kan ermee inbreken","inbreken","3.1"
"8290","brick","mensen mee verwonden","slaan (iemand)","3.1"
"8291","brick","een raam mee inslaan","door een raam gooien","2.3"
"8292","brick","gebouwen mee slopen","slopen","2.2"
"8293","brick","je agressie op kwijt","personage","3.1"
"8294","brick","papier mee bijelkaar houden","verzwaren","3.2"
"8295","brick","hout mee hakken","hout mee hakken","3"
"8296","brick","stenen mee kapot slaan","slaan","2.3"
"8297","brick","ijs mee breken","ijs mee breken","3.1"
"8298","brick","decoratie","decoratie","3.1"
"8299","brick","te gooien","gooien","3.1"
"8300","brick","verhoginkje","verhogen","2.2"
"8301","brick","deurstop","deurstopper","1.4"
"8302","brick","kegel","kegel","3.1"
"8303","brick","gebruiken ruit mee in te slaan","door een raam gooien","2.3"
"8304","brick","ruit van de buren mee in te gooien","door een raam gooien","2.3"
"8305","brick","opstapje te gebruiken\","opstapje","2.2"
"8306","brick","schuurpapier te gebruiken","schuurpapier","3"
"8307","brick","dingen mee door de midden te slaan","slaan","2.3"
"8308","brick","vergeefs in twe<eb>en proberen te breken","opbreken","3.1"
"8309","brick","trappetje te gebruiken","kruk","2.2"
"8310","brick","iets anders mee te vergelijken","iets anders mee te vergelijken","3.9"
"8311","brick","iets mee te breken","iets kapot maken","2.2"
"8312","brick","andere steen te pletten","pletten","3"
"8313","brick","kogel te gebruiken bij kogelstoten","kogelstoten","3.1"
"8314","brick","gewicht te gebruiken bij spieroefeningen","gewichtstraining","3.2"
"8315","brick","kledingaccessoire te gebruiken","kleding","3.8"
"8316","brick","krukje te gebruiken\","kruk","2.2"
"8317","brick","kussen te gebruiken\","kussen","3"
"8318","brick","metingen mee te doen","meetinstrument","3.1"
"8319","brick","verwerpen mee te oefenen","gooien","3.1"
"8320","brick","op de stoep mee te tekenen","krijten","3.1"
"8321","brick","soort harde spongebob, een vriend voor mensen die alleen zijn","personage","3.9"
"8322","brick","wapen","wapen","3.1"
"8323","brick","drempeltje","drempel","2.2"
"8324","brick","bunker voor een poppenhuis","bunker voor een poppenhuis","2.2"
"8325","brick","ermee leeuwen afweren (leuk op safari..)","ermee leeuwen afweren (leuk op safari..)","3.8"
"8326","brick","op papier leggen zodat niet wegwaait","verzwaren","2.3"
"8327","brick","ermee inbreken door hem door  raam te gooien","door een raam gooien","2.3"
"8328","brick","opstapje","opstapje","2.2"
"8329","brick","voetensteuntje","voetenbankje","2.3"
"8330","brick","tafelkleed ermee naar beneden houden","vastzetten","2.3"
"8331","brick","pion gebruiken weg af te zetten","begrenzing","2.3"
"8332","brick","laten vallen en dan van die kleine steentjes een ander ding maken","opbreken","3.1"
"8333","brick","gewicht","gewicht","2.3"
"8334","brick","met een heleboel bakstenen kan je  een kruk gebruiken","kruk","2.2"
"8335","brick","schrijf'papier'","op schrijven","3.1"
"8336","brick","meel mee maken","maalsteen","3.1"
"8337","brick","je ermee gaat voetballen = goed voor je beenspieren","voetballen","3.8"
"8338","brick","parcour mee doen","parcour mee doen","2.3"
"8339","brick","ruit ingooien","door een raam gooien","2.3"
"8340","brick","overgooien","overgooien","3.1"
"8341","brick","de kop inslaan","slaan (iemand)","3.1"
"8342","brick","aan een touw vastmaken en  slinger gebruiken","slinger","3.9"
"8343","brick","in drie<eb>n delen en jongleren","jongleren","3"
"8344","brick","verstampen en  stof iemand te disorienteren","vermalen tot","4"
"8345","brick","toren van maken","toren bouwen","2.3"
"8346","brick","voetbal gebruiken","voetballen","3.8"
"8347","brick","gebruiken ander voorwerp hoger te plaatsen","ophogen","2.3"
"8348","brick","domino mee spelen","dominosteen","4.1"
"8349","brick","weggooien","gooien","3.1"
"8350","brick","op zitten","stoel","2.3"
"8351","brick","op je hoofd zetten","balanceren hoofd","4"
"8352","brick","mes mee slijpen","slijpsteen","3"
"8353","brick","basketballen","basketballen","3.7"
"8354","brick","voetballen","voetballen","3.8"
"8355","brick","stapelen","opstapelen","2.3"
"8356","brick","ballen tegen gooien","doelwit","3.2"
"8357","brick","bed gebruiken","bed","2.3"
"8358","brick","op tafel leggen","ergens opleggen","2.3"
"8359","brick","bord gebruiken","bord","3.1"
"8360","brick","muismat gebruiken","muismat gebruiken","3.8"
"8361","brick","schaatsen","schaatsen","3.8"
"8362","brick","schoenen gebruiken","schoen","3.8"
"8363","brick","scheenbeschermers","scheenbeschermers","3.8"
"8364","brick","leuning gebruiken","leuning gebruiken","2.3"
"8365","brick","voetensteuntje","voetenbankje","2.3"
"8366","brick","ruiten mee ingooien","door een raam gooien","2.3"
"8367","brick","sjoelen","sjoelen","3"
"8368","brick","honkballen","honkballen","3"
"8369","brick","plantenbak gebruiken","plantenbak gebruiken","2.2"
"8370","brick","in  water gooien","gooien","3.1"
"8371","brick","hamer gebruiken","hamer","3.1"
"8372","brick","overgooien","overgooien","3.1"
"8373","brick","ruit ingooien","door een raam gooien","2.3"
"8374","brick","straat betegelen","tegel","1.4"
"8375","brick","beeldje maken","kunstwerk","3.9"
"8376","brick","huis bouwen","huis bouwen","1.4"
"8377","brick","begraven'","begraven","2.3"
"8378","brick","gooien","gooien","3.1"
"8379","brick","opstapje gebruiken","opstapje","2.2"
"8380","brick","deurstop","deurstopper","1.4"
"8381","brick","tafelverhoging","verhogen","2.2"
"8382","brick","gewichten voor tijdens  duiken","gewicht","3.2"
"8383","brick","lijnen te maken met voetbal","lijnen te maken met voetbal","3.2"
"8384","brick","blokkendoos","blokkendoos","3.1"
"8385","brick","hamer","hamer","3.1"
"8386","brick","ramensloper","door een raam gooien","2.3"
"8387","brick","broodbeleg","broodbeleg","4.6"
"8388","brick","hoofdkussen","kussen","3"
"8389","brick","baksteen kan je  gewicht gebruiken","gewicht","2.3"
"8390","brick","baksteen decoreren en met een gedecoreerde baksteen iets anders decoreren","decoratie","3.1"
"8391","brick","baksteen fijngooien/slaan/hakken","verbrijzelaar","2.2"
"8392","brick","baksteen bewonderen, dat lukt vooral goed als","bewonderen","3.8"
"8393","brick","een oude baksteen is, bijzonder","bijzonder object","3.8"
"8394","brick","volgens mij kan je met een deel van een baksteen schrijven","krijten","3.1"
"8395","brick","baksteen fijnwrijven tot rood zand","verbrijzelaar","3.1"
"8396","brick","baksteen een andere kleur verven","erop schilderen","3.1"
"8397","brick","schoenzool","schoenzool","3.9"
"8398","brick","broodplank","broodplank","3.1"
"8399","brick","snijplank","snijplank","3.2"
"8400","brick","moordwapen","wapen","3.1"
"8401","brick","raam in te slaan","door een raam gooien","2.3"
"8402","brick","deur in te slaan","iets kapot maken","2.2"
"8403","brick","raam in te slaan","door een raam gooien","2.3"
"8404","brick","deur beschadigen","iets kapot maken","2.2"
"8405","brick","raambeschadigen","door een raam gooien","2.3"
"8406","brick","verf beschadigen","verf beschadigen","3.1"
"8407","brick","iphone kapot maken","iets kapot maken","2.2"
"8408","brick","ipod inmaken","iets kapot maken","2.2"
"8409","brick","ipad inmaken","iets kapot maken","2.2"
"8410","brick","samsung inslaan","iets kapot maken","2.2"
"8411","brick","samsung tablet inslaan","iets kapot maken","2.2"
"8412","brick","jas kapot maken","iets kapot maken","2.2"
"8413","brick","laptop kapot gooien","iets kapot maken","2.2"
"8414","brick","computer kapot gooien","iets kapot maken","2.2"
"8415","brick","tv kapot gooien","iets kapot maken","2.2"
"8416","brick","etui","etui","3.8"
"8417","brick","schoenzool","schoenzool","3.9"
"8418","brick","handschoen","handschoen","4.6"
"8419","brick","zware hoed","hoed","3.8"
"8420","brick","zware helm","helm","3.8"
"8421","brick","verhoging","verhogen","2.2"
"8422","brick","opstapje","opstapje","2.2"
"8423","brick","stoepkrijten","krijten","3.1"
"8424","brick","schilderen","schilderen","3.1"
"8425","brick","kwast","kwast","3"
"8426","brick","penseel","krijten","3.1"
"8427","brick","pen","schrijven","3"
"8428","brick","papier scheuren","schuurpapier","3"
"8429","brick","tas zwaarder maken","gewicht","2.3"
"8430","brick","spiekbrief","spiekbrief","3.9"
"8431","brick","spieksteen","spieksteen","3.9"
"8432","brick","mesje","mes","3.9"
"8433","brick","stoeltje","stoel","2.3"
"8434","brick","opstapje","opstapje","2.2"
"8435","brick","onderzetter","onderzetter","2.3"
"8436","brick","pannenzetter","onderzetter","2.3"
"8437","brick","schoonmaak","schoonmaak","3.9"
"8438","brick","schilderen","schilderen","3.1"
"8439","brick","tafel","tafel","2.3"
"8440","brick","er een kunstwerk mee maken","kunstwerk","3.1"
"8441","brick","er iemand mee vermoorden","wapen","3.1"
"8442","brick","overgooien","overgooien","3.1"
"8443","brick","speelgoed van maken","speelgoed","3"
"8444","brick","gewichtheffen","gewicht","3.2"
"8445","brick","schaven met een kaasschaaf","schaven","3"
"8446","brick","muismat","muismat","3.8"
"8447","brick","op zitten","stoel","2.3"
"8448","brick","verhoginkje","verhogen","2.2"
"8449","brick","raam mee ingooien","door een raam gooien","2.3"
"8450","brick","mee schrijven (als je  kleur afgeeft)","schrijven","3.1"
"8451","brick","op gaan zitten","erop zitten","2.3"
"8452","brick","kussen gebruiken","kussen","3"
"8453","brick","opeten","eten","3.7"
"8454","brick","hak voor onder je schoen gebruiken","schoenhak","4.8"
"8455","brick","voor de sier gebruiken","decoratie","3.1"
"8456","brick","een ruit in te gooien","door een raam gooien","2.3"
"8457","brick","dingen mee kapot maken","iets kapot maken","2.2"
"8458","brick","in stukjes hakken","opbreken","3.1"
"8459","brick","voetballen","voetballen","3.8"
"8460","brick","overgooien","overgooien","3.1"
"8461","brick","opeten","eten","3.7"
"8462","brick","verplaatsen","verplaatsen","3.2"
"8463","brick","nemen","nemen","3.9"
"8464","brick","naar de maan sturen","naar de maan sturen","4.9"
"8465","brick","sparen","sparen","3.1"
"8466","brick","onder je shirt doen","onder je shirt doen","3.1"
"8467","brick","weggooien","gooien","3.1"
"8468","brick","stoten","stoten","3.1"
"8469","brick","op de grond gooien","gooien","3.1"
"8470","brick","in een bak water doen","in een bak water doen","3.2"
"8471","brick","huisdier beschouwen","huisdier","4.7"
"8472","brick","schrijven","schrijven","3.1"
"8473","brick","naar school gooien","gooien","3.1"
"8474","brick","naar je computer gooien en vragen of je een nieuwe mag","iets kapot maken","2.2"
"8475","brick","wegen en voor op een weegschaal gebruiken","gewicht","3.2"
"8476","brick","muziek maken door ze tegen elkaar aan te slaan","muziekinstrument","4.1"
"8477","brick","met heel veel bakstenen een bruggetje maken door water","brug","1.4"
"8478","brick","wedstijd doen wie de meeste bakstenen op elkaar kan stapelen","opstapelen","2.3"
"8479","brick","heet maken en op iemands zijn rug leggen voor ontspanning","verwarming","4"
"8480","brick","stukje in de vriezer leggen en op je oog leggen voor verkoeling","verkoeling","4.9"
"8481","brick","kunstwerk maken","kunstwerk","3.1"
"8482","brick","onderzoeken","onderzoeken","3.1"
"8483","brick","opstapje gebruiken","opstapje","2.2"
"8484","brick","trap gebruiken","kruk","2.2"
"8485","brick","cadeau geven","cadeau","4"
"8486","brick","inpakken grapje","cadeau","4"
"8487","brick","aan iemand geven","cadeau","4"
"8488","brick","verbrokkelen en opeten :)","eten","3.7"
"8489","brick","in een andere vorm maken","figuur maken","3.1"
"8490","brick","speelgoed gebruiken","speelgoed","3"
